Fecha,Vacunados acumulados 1° dosis,Vacunados acumulados 2° dosis,Vacunados acumulados unica dosis,Vacunados acumulados dosis de refuerzo,Vacunados acumulados 4° dosis
2021-12-07,310488.0,286779.0,18882.0,141523.0,0.0
2021-12-08,310488.0,286781.0,18882.0,141533.0,0.0
2021-12-09,311135.0,287382.0,18883.0,143683.0,0.0
2021-12-10,311866.0,287930.0,18884.0,145986.0,0.0
2021-12-11,312016.0,288037.0,18884.0,146673.0,0.0
2021-12-12,312016.0,288037.0,18884.0,146707.0,0.0
2021-12-13,312743.0,288663.0,18884.0,149369.0,0.0
2021-12-14,313474.0,289274.0,18885.0,151580.0,0.0
2021-12-15,314111.0,289869.0,18885.0,153505.0,0.0
2021-12-16,314697.0,290420.0,18893.0,155297.0,0.0
2021-12-17,315283.0,290951.0,18894.0,156894.0,0.0
2021-12-18,315349.0,291032.0,18894.0,157213.0,0.0
2021-12-19,315349.0,291033.0,18894.0,157251.0,0.0
2021-12-20,315977.0,291584.0,18894.0,159270.0,0.0
2021-12-21,316441.0,292052.0,18895.0,161064.0,0.0
2021-12-22,316865.0,292493.0,18896.0,162593.0,0.0
2021-12-23,317200.0,292866.0,18896.0,163775.0,0.0
2021-12-24,317300.0,292971.0,18896.0,164116.0,0.0
2021-12-25,317300.0,292971.0,18896.0,164134.0,0.0
2021-12-26,317300.0,292971.0,18896.0,164167.0,0.0
2021-12-27,317910.0,293504.0,18897.0,167293.0,0.0
2021-12-28,318496.0,294036.0,18897.0,171095.0,0.0
2021-12-29,319065.0,294487.0,18897.0,175195.0,0.0
2021-12-30,319555.0,294975.0,18897.0,179871.0,0.0
2021-12-31,319673.0,295093.0,18897.0,181192.0,0.0
2022-01-01,319679.0,295098.0,18897.0,181227.0,0.0
2022-01-02,319679.0,295098.0,18897.0,181266.0,0.0
2022-01-03,320356.0,295568.0,18897.0,184816.0,0.0
2022-01-04,321026.0,296169.0,18897.0,188132.0,0.0
2022-01-05,321728.0,296684.0,18897.0,191003.0,0.0
2022-01-06,322420.0,297276.0,18898.0,193473.0,0.0
2022-01-07,323147.0,297925.0,18898.0,195995.0,0.0
2022-01-08,323249.0,298011.0,18898.0,196358.0,0.0
2022-01-09,323249.0,298011.0,18898.0,196387.0,0.0
2022-01-10,324028.0,298696.0,18898.0,198920.0,52.0
2022-01-11,324643.0,299308.0,18898.0,201073.0,101.0
2022-01-12,325192.0,299892.0,18898.0,202916.0,188.0
2022-01-13,325725.0,300450.0,18898.0,204530.0,286.0
2022-01-14,326352.0,301040.0,18898.0,206338.0,347.0
2022-01-15,326450.0,301129.0,18898.0,206635.0,352.0
2022-01-16,326450.0,301130.0,18898.0,206654.0,352.0
2022-01-17,327145.0,301720.0,18898.0,208421.0,391.0
2022-01-18,327655.0,302153.0,18898.0,209751.0,418.0
2022-01-19,328188.0,302630.0,18898.0,211147.0,461.0
2022-01-20,328629.0,303007.0,18898.0,212227.0,1107.0
2022-01-21,329046.0,303342.0,18898.0,213228.0,1592.0
2022-01-22,329128.0,303400.0,18898.0,213479.0,1623.0
2022-01-23,329128.0,303400.0,18898.0,213495.0,1626.0
2022-01-24,329644.0,303866.0,18899.0,214644.0,1926.0
2022-01-25,330056.0,304323.0,18899.0,215615.0,2180.0
2022-01-26,330405.0,304731.0,18899.0,216660.0,2363.0
2022-01-27,330722.0,305161.0,18899.0,217480.0,2544.0
2022-01-28,331028.0,305494.0,18899.0,218338.0,2784.0
2022-01-29,331093.0,305527.0,18899.0,218521.0,2800.0
2022-01-30,331095.0,305527.0,18899.0,218533.0,2803.0
2022-01-31,331279.0,305805.0,18899.0,219276.0,2989.0
2022-02-01,331572.0,306232.0,18899.0,220083.0,3163.0
2022-02-02,331877.0,306700.0,18899.0,220843.0,3357.0
2022-02-03,332191.0,307197.0,18899.0,221568.0,3458.0
2022-02-04,332472.0,307730.0,18899.0,222198.0,3627.0
2022-02-05,332508.0,307794.0,18899.0,222320.0,3644.0
2022-02-06,332508.0,307795.0,18899.0,222322.0,3644.0
2022-02-07,332862.0,308288.0,18899.0,223143.0,4285.0
2022-02-08,333190.0,308876.0,18899.0,223855.0,4820.0
2022-02-09,333489.0,309347.0,18899.0,224474.0,5169.0
2022-02-10,333782.0,309797.0,18899.0,225086.0,5413.0
2022-02-11,333989.0,310126.0,18899.0,225528.0,5644.0
2022-02-12,334018.0,310181.0,18899.0,225625.0,5670.0
2022-02-13,334018.0,310181.0,18899.0,225626.0,5670.0
2022-02-14,334238.0,310617.0,18899.0,226130.0,7125.0
2022-02-15,334528.0,311023.0,18899.0,226696.0,8305.0
2022-02-16,334755.0,311511.0,18899.0,227313.0,9331.0
2022-02-17,335018.0,311950.0,18900.0,227940.0,10152.0
2022-02-18,335301.0,312420.0,18900.0,228564.0,10892.0
2022-02-19,335343.0,312499.0,18900.0,228640.0,10963.0
2022-02-20,335343.0,312499.0,18900.0,228648.0,10968.0
2022-02-21,335711.0,312995.0,18907.0,229332.0,11983.0
2022-02-22,336061.0,313504.0,18911.0,230047.0,12793.0
2022-02-23,336430.0,313985.0,18911.0,230730.0,13521.0
2022-02-24,336800.0,314401.0,18913.0,231358.0,14038.0
2022-02-25,337123.0,314781.0,18915.0,231934.0,14525.0
2022-02-26,337180.0,314832.0,18915.0,232002.0,14573.0
2022-02-27,337180.0,314833.0,18915.0,232010.0,14576.0
2022-02-28,337678.0,315328.0,18926.0,232890.0,15486.0
2022-03-01,338045.0,315720.0,18932.0,233561.0,16232.0
2022-03-02,338294.0,315948.0,18935.0,234049.0,16927.0
2022-03-03,338528.0,316201.0,18940.0,234495.0,17547.0
2022-03-04,338737.0,316525.0,18953.0,235085.0,18062.0
2022-03-05,338775.0,316593.0,18953.0,235207.0,18133.0
2022-03-06,338775.0,316593.0,18953.0,235207.0,18133.0
2022-03-07,338939.0,316889.0,18956.0,235717.0,18961.0
2022-03-08,339059.0,317097.0,18958.0,236150.0,19554.0
2022-03-09,339163.0,317299.0,18958.0,236543.0,20181.0
2022-03-10,339262.0,317481.0,18958.0,236908.0,20681.0
2022-03-11,339479.0,317742.0,18958.0,237556.0,21108.0
2022-03-12,339513.0,317792.0,18958.0,237679.0,21188.0
2022-03-13,339513.0,317793.0,18958.0,237683.0,21193.0
2022-03-14,339674.0,317980.0,18959.0,238131.0,21814.0
2022-03-15,339857.0,318231.0,18959.0,238738.0,22357.0
2022-03-16,339934.0,318401.0,18959.0,239102.0,22889.0
2022-03-17,340013.0,318527.0,18959.0,239447.0,23418.0
2022-03-18,340120.0,318725.0,18959.0,239952.0,23962.0
2022-03-19,340140.0,318793.0,18959.0,240070.0,24060.0
2022-03-20,340141.0,318794.0,18959.0,240077.0,24062.0
2022-03-21,340274.0,318964.0,18959.0,240562.0,24687.0
2022-03-22,340358.0,319117.0,18959.0,240939.0,25299.0
2022-03-23,340439.0,319297.0,18959.0,241289.0,25937.0
2022-03-24,340544.0,319473.0,18959.0,241655.0,26546.0
2022-03-25,340676.0,319681.0,18959.0,242089.0,27161.0
2022-03-26,340711.0,319739.0,18959.0,242211.0,27280.0
2022-03-27,340711.0,319739.0,18959.0,242213.0,27280.0
2022-03-28,340835.0,319986.0,18959.0,242616.0,27830.0
2022-03-29,340930.0,320201.0,18959.0,242985.0,28292.0
2022-03-30,341091.0,320421.0,18959.0,243447.0,28716.0
2022-03-31,341183.0,320587.0,18959.0,243874.0,29035.0
2022-04-01,341299.0,320797.0,18959.0,244330.0,29433.0
2022-04-02,341316.0,320853.0,18959.0,244446.0,29500.0
2022-04-03,341316.0,320853.0,18959.0,244447.0,29500.0
2022-04-04,341400.0,321015.0,18959.0,244771.0,30046.0
2022-04-05,341508.0,321179.0,18959.0,245093.0,30523.0
2022-04-06,341643.0,321331.0,18959.0,245393.0,31041.0
2022-04-07,341730.0,321471.0,18959.0,245720.0,31437.0
2022-04-08,341867.0,321681.0,18963.0,246189.0,31847.0
2022-04-09,341894.0,321723.0,18963.0,246301.0,31930.0
2022-04-10,341896.0,321725.0,18963.0,246306.0,31934.0
2022-04-11,342025.0,321920.0,18963.0,246721.0,32740.0
2022-04-12,342140.0,322084.0,18963.0,247176.0,33441.0
2022-04-13,342219.0,322195.0,18963.0,247607.0,34269.0
2022-04-14,342312.0,322348.0,18963.0,248092.0,35221.0
2022-04-15,342314.0,322348.0,18963.0,248094.0,35228.0
2022-04-16,342314.0,322348.0,18963.0,248096.0,35229.0
2022-04-17,342314.0,322348.0,18963.0,248096.0,35229.0
2022-04-18,342419.0,322504.0,18963.0,248519.0,37059.0
2022-04-19,342510.0,322637.0,18963.0,249003.0,38865.0
2022-04-20,342611.0,322764.0,18963.0,249416.0,40602.0
2022-04-21,342711.0,322879.0,18963.0,249768.0,42153.0
2022-04-22,342804.0,323005.0,18968.0,250280.0,44108.0
2022-04-23,342827.0,323031.0,18968.0,250365.0,44327.0
2022-04-24,342827.0,323031.0,18968.0,250365.0,44328.0
2022-04-25,342909.0,323180.0,18975.0,250797.0,46174.0
2022-04-26,343003.0,323312.0,18982.0,251202.0,47856.0
2022-04-27,343086.0,323491.0,18987.0,251669.0,49384.0
2022-04-28,343154.0,323611.0,18991.0,252004.0,50856.0
2022-04-29,343255.0,323741.0,18994.0,252545.0,52669.0
2022-04-30,343285.0,323781.0,18994.0,252697.0,53081.0
2022-05-01,343285.0,323781.0,18994.0,252697.0,53083.0
2022-05-02,343368.0,323918.0,18997.0,253201.0,55074.0
2022-05-03,343427.0,324006.0,19001.0,253468.0,56380.0
2022-05-04,,,,,
