Fecha,Casos confirmados acumulados,Casos recuperados acumulados,Casos activos confirmados,Casos fallecidos acumulados
2020-10-09,12109.0,11547.0,333.0,235.0
2020-10-10,12142.0,11572.0,341.0,235.0
2020-10-11,12209.0,11614.0,366.0,235.0
2020-10-12,12235.0,11640.0,366.0,235.0
2020-10-13,12271.0,11672.0,370.0,235.0
2020-10-14,12301.0,11733.0,339.0,235.0
2020-10-15,12316.0,11779.0,308.0,235.0
2020-10-16,12351.0,11810.0,311.0,236.0
2020-10-17,12389.0,11837.0,319.0,239.0
2020-10-18,12409.0,11871.0,305.0,239.0
2020-10-19,12445.0,11889.0,323.0,239.0
2020-10-20,12468.0,11910.0,324.0,239.0
2020-10-21,12511.0,11937.0,340.0,239.0
2020-10-22,12542.0,11987.0,320.0,240.0
2020-10-23,12580.0,12049.0,296.0,240.0
2020-10-24,12611.0,12142.0,233.0,241.0
2020-10-25,12643.0,12172.0,234.0,242.0
2020-10-26,12688.0,12204.0,247.0,242.0
2020-10-27,12727.0,12235.0,255.0,242.0
2020-10-28,12761.0,12270.0,254.0,242.0
2020-10-29,12806.0,12300.0,268.0,243.0
2020-10-30,12852.0,12318.0,296.0,243.0
2020-10-31,12907.0,12347.0,318.0,244.0
2020-11-01,12938.0,12393.0,303.0,244.0
2020-11-02,12973.0,12422.0,308.0,245.0
2020-11-03,12983.0,12462.0,278.0,245.0
2020-11-04,13009.0,12490.0,276.0,245.0
2020-11-05,13046.0,12555.0,248.0,245.0
2020-11-06,13101.0,12583.0,275.0,245.0
2020-11-07,13157.0,12625.0,289.0,245.0
2020-11-08,13204.0,12654.0,307.0,245.0
2020-11-09,13249.0,12707.0,299.0,245.0
2020-11-10,13240.0,12717.0,280.0,245.0
2020-11-11,13266.0,12746.0,277.0,245.0
2020-11-12,13318.0,12764.0,311.0,245.0
2020-11-13,13365.0,12787.0,333.0,246.0
2020-11-14,13390.0,12827.0,318.0,246.0
2020-11-15,13419.0,12881.0,293.0,246.0
2020-11-16,13425.0,12919.0,259.0,247.0
2020-11-17,13477.0,12975.0,255.0,247.0
2020-11-18,13505.0,13020.0,238.0,247.0
2020-11-19,13532.0,13042.0,242.0,248.0
2020-11-20,13570.0,13061.0,261.0,248.0
2020-11-21,13596.0,13124.0,223.0,249.0
2020-11-22,13617.0,13153.0,214.0,250.0
2020-11-23,13646.0,13179.0,216.0,251.0
2020-11-24,13657.0,13210.0,196.0,251.0
2020-11-25,13691.0,13245.0,195.0,251.0
2020-11-26,13746.0,13262.0,230.0,253.0
2020-11-27,13793.0,13283.0,256.0,253.0
2020-11-28,13831.0,13313.0,262.0,255.0
2020-11-29,13848.0,13355.0,235.0,257.0
2020-11-30,13876.0,13375.0,242.0,258.0
2020-12-01,13911.0,13410.0,242.0,258.0
2020-12-02,13919.0,13435.0,225.0,258.0
2020-12-03,13942.0,13453.0,229.0,259.0
2020-12-04,13988.0,13472.0,256.0,259.0
2020-12-05,13993.0,13532.0,199.0,260.0
2020-12-06,14035.0,13570.0,203.0,260.0
2020-12-07,14105.0,13614.0,229.0,260.0
2020-12-08,14123.0,13639.0,222.0,260.0
2020-12-09,14150.0,13667.0,221.0,260.0
2020-12-10,14184.0,13691.0,229.0,261.0
2020-12-11,14235.0,13711.0,260.0,261.0
2020-12-12,14238.0,13750.0,223.0,263.0
2020-12-13,14320.0,13811.0,244.0,263.0
2020-12-14,14371.0,13858.0,246.0,265.0
2020-12-15,14443.0,13892.0,284.0,265.0
2020-12-16,14519.0,13930.0,322.0,265.0
2020-12-17,14601.0,13961.0,371.0,267.0
2020-12-18,14656.0,13991.0,394.0,269.0
2020-12-19,14717.0,14044.0,401.0,270.0
2020-12-20,14784.0,14082.0,429.0,272.0
2020-12-21,14848.0,14143.0,432.0,272.0
2020-12-22,14942.0,14206.0,463.0,272.0
2020-12-23,15006.0,14269.0,464.0,272.0
2020-12-24,15097.0,14336.0,486.0,274.0
2020-12-25,15191.0,14384.0,532.0,274.0
2020-12-26,15287.0,14465.0,547.0,274.0
2020-12-27,15388.0,14536.0,576.0,275.0
2020-12-28,15452.0,14619.0,557.0,275.0
2020-12-29,15530.0,14687.0,567.0,275.0
2020-12-30,15656.0,14768.0,612.0,275.0
2020-12-31,15733.0,14846.0,602.0,284.0
2021-01-01,15896.0,14924.0,684.0,287.0
2021-01-02,16006.0,15032.0,684.0,289.0
2021-01-03,16108.0,15111.0,706.0,290.0
2021-01-04,16211.0,15237.0,683.0,290.0
2021-01-05,16438.0,15321.0,826.0,291.0
2021-01-06,16573.0,15414.0,867.0,291.0
2021-01-07,16704.0,15503.0,905.0,296.0
2021-01-08,16973.0,15587.0,1088.0,298.0
2021-01-09,17155.0,15769.0,1086.0,300.0
2021-01-10,17340.0,15948.0,1088.0,303.0
2021-01-11,17513.0,16108.0,1100.0,305.0
2021-01-12,17715.0,16244.0,1166.0,305.0
2021-01-13,17907.0,16380.0,1222.0,305.0
2021-01-14,18186.0,16504.0,1373.0,309.0
2021-01-15,18426.0,16680.0,1435.0,311.0
2021-01-16,18573.0,16930.0,1330.0,314.0
2021-01-17,18804.0,17156.0,1330.0,315.0
2021-01-18,19003.0,17403.0,1281.0,319.0
2021-01-19,19178.0,17626.0,1233.0,319.0
2021-01-20,19418.0,17845.0,1253.0,319.0
2021-01-21,19633.0,18013.0,1293.0,325.0
2021-01-22,19789.0,18156.0,1301.0,330.0
2021-01-23,19950.0,18411.0,1205.0,332.0
2021-01-24,20123.0,18610.0,1175.0,336.0
2021-01-25,20276.0,18808.0,1128.0,338.0
2021-01-26,20395.0,19005.0,1050.0,338.0
2021-01-27,20591.0,19180.0,1071.0,338.0
2021-01-28,20718.0,19326.0,1043.0,346.0
2021-01-29,20908.0,19433.0,1120.0,352.0
2021-01-30,21033.0,19621.0,1056.0,353.0
2021-01-31,21169.0,19804.0,1008.0,354.0
2021-02-01,21253.0,19963.0,930.0,357.0
2021-02-02,21631.0,20267.0,1004.0,357.0
2021-02-03,21783.0,20459.0,964.0,356.0
2021-02-04,21943.0,20610.0,961.0,367.0
2021-02-05,22064.0,20698.0,993.0,368.0
2021-02-06,22197.0,20901.0,919.0,372.0
2021-02-07,22305.0,21061.0,864.0,376.0
2021-02-08,22438.0,21211.0,845.0,379.0
2021-02-09,22552.0,21341.0,829.0,379.0
2021-02-10,22651.0,21475.0,794.0,379.0
2021-02-11,22770.0,21575.0,811.0,382.0
2021-02-12,22911.0,21656.0,869.0,384.0
2021-02-13,23045.0,21808.0,848.0,387.0
2021-02-14,23183.0,21947.0,842.0,388.0
2021-02-15,23287.0,22075.0,818.0,391.0
2021-02-16,23376.0,22175.0,807.0,391.0
2021-02-17,23445.0,22257.0,794.0,391.0
2021-02-18,23636.0,22370.0,870.0,394.0
2021-02-19,23743.0,22430.0,912.0,398.0
2021-02-20,23860.0,22582.0,876.0,400.0
2021-02-21,23986.0,22722.0,856.0,403.0
2021-02-22,24086.0,22861.0,815.0,407.0
2021-02-23,24182.0,23006.0,765.0,408.0
2021-02-24,24244.0,23126.0,707.0,408.0
2021-02-25,24427.0,23219.0,787.0,415.0
2021-02-26,24536.0,23327.0,787.0,419.0
2021-02-27,24658.0,23468.0,765.0,422.0
2021-02-28,24756.0,23577.0,745.0,431.0
2021-03-01,24812.0,23675.0,703.0,432.0
2021-03-02,24867.0,23763.0,670.0,432.0
2021-03-03,24983.0,23890.0,658.0,433.0
2021-03-04,25104.0,23993.0,665.0,443.0
2021-03-05,25224.0,24043.0,730.0,449.0
2021-03-06,25236.0,24173.0,610.0,451.0
2021-03-07,25256.0,24277.0,525.0,452.0
2021-03-08,25297.0,24389.0,450.0,456.0
2021-03-09,25391.0,24480.0,453.0,456.0
2021-03-10,25700.0,24590.0,652.0,456.0
2021-03-11,25826.0,24666.0,695.0,464.0
2021-03-12,25983.0,24736.0,777.0,469.0
2021-03-13,26143.0,24877.0,795.0,471.0
2021-03-14,26308.0,24995.0,835.0,476.0
2021-03-15,26418.0,25116.0,824.0,477.0
2021-03-16,26487.0,25228.0,781.0,477.0
2021-03-17,26562.0,25341.0,743.0,477.0
2021-03-18,26727.0,25403.0,839.0,483.0
2021-03-19,26868.0,25503.0,877.0,485.0
2021-03-20,26989.0,25642.0,856.0,488.0
2021-03-21,27147.0,25777.0,878.0,488.0
2021-03-22,27303.0,25937.0,871.0,490.0
2021-03-23,27453.0,26074.0,884.0,490.0
2021-03-24,27624.0,26190.0,939.0,490.0
2021-03-25,27824.0,26271.0,1050.0,494.0
2021-03-26,28007.0,26398.0,1103.0,495.0
2021-03-27,28177.0,26572.0,1095.0,496.0
2021-03-28,28339.0,26715.0,1113.0,497.0
2021-03-29,28421.0,26872.0,1036.0,508.0
2021-03-30,28547.0,27021.0,1012.0,509.0
2021-03-31,28766.0,27204.0,1048.0,509.0
2021-04-01,28994.0,27362.0,1112.0,515.0
2021-04-02,29159.0,27479.0,1154.0,521.0
2021-04-03,29361.0,27710.0,1122.0,524.0
2021-04-04,29521.0,27888.0,1098.0,530.0
2021-04-05,29629.0,28038.0,1055.0,530.0
2021-04-06,29786.0,28222.0,1025.0,533.0
2021-04-07,30009.0,28384.0,1086.0,533.0
2021-04-08,30213.0,28549.0,1113.0,545.0
2021-04-09,30445.0,28672.0,1218.0,551.0
2021-04-10,30614.0,28814.0,1242.0,554.0
2021-04-11,30773.0,29025.0,1183.0,561.0
2021-04-12,30908.0,29199.0,1138.0,567.0
2021-04-13,31089.0,29409.0,1109.0,567.0
2021-04-14,31234.0,29566.0,1096.0,567.0
2021-04-15,31445.0,29711.0,1154.0,575.0
2021-04-16,31625.0,29831.0,1214.0,580.0
2021-04-17,31784.0,30016.0,1181.0,582.0
2021-04-18,31937.0,30227.0,1121.0,584.0
2021-04-19,32046.0,30413.0,1044.0,584.0
2021-04-20,32186.0,30585.0,1012.0,584.0
2021-04-21,32374.0,30778.0,1007.0,584.0
2021-04-22,32556.0,30957.0,1000.0,593.0
2021-04-23,32702.0,31066.0,1035.0,595.0
2021-04-24,32815.0,31249.0,964.0,596.0
2021-04-25,32948.0,31432.0,911.0,598.0
2021-04-26,33088.0,31557.0,922.0,602.0
2021-04-27,33217.0,31704.0,904.0,602.0
2021-04-28,33352.0,31849.0,893.0,603.0
2021-04-29,33517.0,31980.0,919.0,610.0
2021-04-30,33662.0,32029.0,1012.0,613.0
2021-05-01,33793.0,32172.0,999.0,614.0
2021-05-02,33927.0,32319.0,981.0,619.0
2021-05-03,34056.0,32444.0,983.0,621.0
2021-05-04,34122.0,32610.0,883.0,621.0
2021-05-05,34217.0,32732.0,856.0,621.0
2021-05-06,34330.0,32869.0,825.0,628.0
2021-05-07,34481.0,32986.0,856.0,631.0
2021-05-08,34631.0,33161.0,828.0,634.0
2021-05-09,34733.0,33297.0,790.0,637.0
2021-05-10,34829.0,33417.0,766.0,637.0
2021-05-11,34953.0,33549.0,758.0,637.0
2021-05-12,35002.0,33675.0,681.0,637.0
2021-05-13,35107.0,33766.0,690.0,642.0
2021-05-14,35273.0,33848.0,772.0,644.0
2021-05-15,35371.0,33989.0,728.0,645.0
2021-05-16,35473.0,34105.0,712.0,647.0
2021-05-17,35585.0,34273.0,655.0,648.0
2021-05-18,35661.0,34367.0,637.0,648.0
2021-05-19,35751.0,34469.0,625.0,648.0
2021-05-20,35888.0,34561.0,662.0,654.0
2021-05-21,35985.0,34642.0,676.0,656.0
2021-05-22,36072.0,34764.0,637.0,660.0
2021-05-23,36161.0,34864.0,624.0,660.0
2021-05-24,36233.0,34979.0,581.0,660.0
2021-05-25,36287.0,35084.0,530.0,660.0
2021-05-26,36330.0,35167.0,490.0,660.0
2021-05-27,36453.0,35232.0,540.0,667.0
2021-05-28,36568.0,35295.0,592.0,667.0
2021-05-29,36665.0,35418.0,565.0,668.0
2021-05-30,36758.0,35513.0,560.0,671.0
2021-05-31,36851.0,35607.0,555.0,674.0
2021-06-01,36920.0,35693.0,538.0,674.0
2021-06-02,36974.0,35775.0,510.0,674.0
2021-06-03,37060.0,35839.0,527.0,679.0
2021-06-04,37134.0,35904.0,534.0,681.0
2021-06-05,37219.0,35982.0,540.0,682.0
2021-06-06,37306.0,36069.0,538.0,683.0
2021-06-07,37384.0,36143.0,537.0,685.0
2021-06-08,37463.0,36247.0,512.0,688.0
2021-06-09,37524.0,36346.0,474.0,688.0
2021-06-10,37622.0,36409.0,505.0,692.0
2021-06-11,37725.0,36442.0,571.0,696.0
2021-06-12,37817.0,36522.0,580.0,700.0
2021-06-13,37884.0,36623.0,544.0,702.0
2021-06-14,37960.0,36703.0,537.0,705.0
2021-06-15,38009.0,36775.0,513.0,705.0
2021-06-16,38061.0,36849.0,491.0,705.0
2021-06-17,38177.0,36913.0,537.0,710.0
2021-06-18,38267.0,36968.0,571.0,711.0
2021-06-19,38372.0,37069.0,576.0,714.0
2021-06-20,38443.0,37169.0,540.0,716.0
2021-06-21,38496.0,37252.0,509.0,717.0
2021-06-22,38554.0,37308.0,511.0,717.0
2021-06-23,38584.0,37378.0,471.0,717.0
2021-06-24,38637.0,37439.0,463.0,717.0
2021-06-25,38706.0,37499.0,468.0,721.0
2021-06-26,38790.0,37609.0,439.0,724.0
2021-06-27,38840.0,37681.0,415.0,726.0
2021-06-28,38894.0,37756.0,387.0,733.0
2021-06-29,38957.0,37828.0,378.0,733.0
2021-06-30,38986.0,37892.0,342.0,733.0
2021-07-01,39019.0,37931.0,336.0,733.0
2021-07-02,39077.0,37972.0,347.0,738.0
2021-07-03,39121.0,38022.0,339.0,740.0
2021-07-04,39177.0,38078.0,337.0,742.0
2021-07-05,39236.0,38147.0,324.0,745.0
2021-07-06,39268.0,38202.0,301.0,745.0
2021-07-07,39297.0,38263.0,269.0,745.0
2021-07-08,39362.0,38322.0,270.0,750.0
2021-07-09,39411.0,38337.0,304.0,750.0
2021-07-10,39450.0,38372.0,307.0,751.0
2021-07-11,39485.0,38407.0,303.0,755.0
2021-07-12,39515.0,38457.0,281.0,757.0
2021-07-13,39541.0,38502.0,262.0,757.0
2021-07-14,39560.0,38551.0,232.0,757.0
2021-07-15,39649.0,38627.0,240.0,762.0
2021-07-16,39740.0,38715.0,242.0,763.0
2021-07-17,39803.0,38800.0,219.0,764.0
2021-07-18,39817.0,38822.0,211.0,764.0
2021-07-19,39835.0,38851.0,200.0,764.0
2021-07-20,39928.0,38954.0,190.0,764.0
2021-07-21,39988.0,39028.0,176.0,764.0
2021-07-22,40067.0,39092.0,186.0,768.0
2021-07-23,40095.0,39119.0,184.0,771.0
2021-07-24,40125.0,39153.0,180.0,771.0
2021-07-25,40150.0,39182.0,175.0,772.0
2021-07-26,40184.0,39208.0,180.0,775.0
2021-07-27,40192.0,39229.0,167.0,775.0
2021-07-28,40200.0,39244.0,160.0,775.0
